$SPEC_ID:
No sample description was entered.
$SPEC_REM:
DET# 1
DETDESC# MCB 337
AP# Maestro Version 6.06
$DATE_MEA:
10/14/2021 16:35
$MEAS_TIM:
721 721
$DATA:
0 1023
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13
15
8
11
10
7
10
11
3
7
5
7
4
4
6
8
6
9
3
11
9
2
4
7
3
11
9
4
4
7
5
11
3
8
8
5
3
5
2
3
6
10
5
5
3
1
4
8
3
3
5
2
4
8
7
3
8
2
4
5
5
5
1
1
3
4
6
2
2
4
3
2
2
5
1
5
5
4
4
0
0
3
1
6
3
2
3
1
4
1
1
0
3
2
3
2
4
2
5
2
3
2
5
6
2
1
2
5
7
4
1
1
2
0
1
2
5
2
0
3
0
3
3
1
4
0
1
6
4
2
4
7
1
1
4
3
0
2
3
2
2
3
2
7
2
2
4
3
4
4
3
1
1
5
3
4
1
3
0
3
1
2
6
2
5
5
3
2
0
2
6
3
3
2
1
2
2
2
1
5
3
6
2
0
3
3
2
5
2
2
4
3
4
2
5
0
3
1
3
2
2
2
0
2
4
5
1
2
3
3
3
3
5
4
8
1
4
1
0
3
3
0
1
3
5
1
1
1
2
4
2
2
4
1
2
3
5
1
2
4
0
1
3
3
2
3
2
0
3
0
2
2
3
3
2
0
0
1
1
1
2
3
3
3
1
1
1
6
2
0
4
1
4
2
2
1
2
7
5
4
5
2
2
0
3
1
3
0
3
5
1
0
0
1
2
1
1
1
3
1
1
1
2
1
3
3
1
1
3
1
3
3
1
0
3
1
1
4
3
1
1
3
2
0
1
2
1
0
4
4
0
0
2
4
1
7
3
1
4
0
3
1
2
1
3
2
0
2
4
1
7
2
2
2
4
4
1
2
2
1
2
3
2
3
6
2
7
2
1
3
0
3
2
4
1
3
2
1
0
1
2
1
1
2
0
2
3
1
1
1
1
2
1
1
2
5
3
0
3
4
1
3
2
1
2
1
4
0
1
3
3
0
2
0
1
1
4
1
1
1
2
5
2
1
2
2
3
1
0
2
6
1
2
1
1
2
2
0
1
2
1
0
1
1
0
3
1
3
4
2
0
0
1
2
3
1
3
2
4
1
1
2
1
2
2
2
3
5
3
0
3
2
1
2
2
2
1
1
2
1
0
4
2
0
2
1
2
2
2
2
0
0
1
0
2
2
1
1
3
3
0
1
2
0
4
2
1
3
1
2
2
1
2
2
0
2
1
2
2
0
1
1
2
1
2
4
2
2
1
3
4
3
2
0
0
4
2
2
1
0
1
2
1
4
0
3
1
4
1
3
2
2
0
2
3
0
3
4
2
1
3
3
3
2
2
1
3
4
3
2
3
2
2
2
0
2
1
3
4
3
2
2
4
2
2
2
1
3
0
3
2
4
3
3
0
3
1
2
4
2
3
1
1
2
6
2
2
3
1
2
2
2
1
4
2
3
1
5
2
2
1
3
1
2
3
0
2
2
3
5
1
0
5
1
1
4
0
2
3
1
3
2
2
3
3
5
2
5
5
3
4
4
4
3
6
2
0
3
4
5
4
2
0
2
5
2
1
4
8
4
4
9
3
6
6
1
0
4
2
2
3
1
7
5
3
2
1
0
4
1
4
5
3
3
4
4
7
5
7
4
5
7
2
2
3
6
4
7
7
0
3
6
8
2
1
3
3
4
5
7
8
5
4
6
3
6
8
5
4
0
2
0
8
6
7
2
4
6
1
2
2
5
9
3
4
6
7
2
3
6
6
5
3
7
3
1
4
7
3
6
7
3
5
6
3
3
4
3
2
2
3
0
2
4
3
4
4
3
2
6
3
12
1
7
5
7
5
9
3
4
5
6
6
2
8
6
3
2
8
5
4
3
9
5
8
3
6
5
3
4
2
7
3
4
5
1
8
5
6
7
7
7
5
8
5
9
2
4
7
3
10
7
2
4
7
7
4
4
10
9
8
6
5
13
8
9
4
7
8
8
7
8
8
8
8
18
11
8
12
13
16
15
10
23
14
10
13
19
30
26
34
34
41
45
64
50
73
78
59
79
68
74
68
68
62
69
48
40
43
34
36
24
29
12
20
15
10
11
15
19
17
22
9
11
11
7
15
10
5
11
2
9
5
3
3
5
2
2
4
5
3
2
2
3
2
3
3
6
7
8
10
9
11
7
5
1
4
0
2
1
2
1
2
2
4
1
2
3
1
2
4
1
3
2
2
1
1
3
2
3
1
0
3
1
3
1
0
1
3
3
3
1
0
3
0
1
5
3
2
2
1
2
2
0
0
1
0
3
8
9
10
3
8
6
6
8
6
7
5
5
5
4
6
3
4
1
2
4
5
1
$ROI:
0
$PRESETS:
None
0
0
$ENER_FIT:
0.000000 0.000000
$MCA_CAL:
3
0.000000E+000 0.000000E+000 0.000000E+000 
$SHAPE_CAL:
3
0.000000E+000 0.000000E+000 0.000000E+000
